Health_Center_Name,City,State,County,Year,Abr,Total_Patients,Children,Adults_under_65,Older_Adults,Racial_Ethnic_Minority,Hispanic_Latino_Ethnicity,African_American,Asian,American_Indian_Alaskan_Native,Native_Hawaiian_Other_Pacific_Islander,More_than_one_race,Best_Served_in_another_language,Patients_at_or_below_200Pct_Poverty,Patients_at_or_below_100Pct_Poverty,Uninsured,Medicaid_CHIP,Medicare,Other_Third_Party,Medical_Services,Dental_Services,Mental_Health_Services,Substance_Abuse_Services,Vision_Services,Enabling_Services,Pct_Pts_with_Hypertension,Pct_Pts_with_Diabetes,Pct_Pts_with_Asthma,Pct_Pts_with_HIV,Prenatal_Patients,Prenatal_Patients_who_delivered,Acces_to_Prenatal_Care,Pct_Births_with_Low_Birth_Weight,Cervical_Cancer_Screening,Adolescent_Weight_Screening_and_Follow Up,Adult_Weight_Screening_and_Follow Up,Colorectal_Cancer_Screening,Childhood_Immunization,Appropriate_Asthma_Treatment_Plan,Cholesterol_Treatment_Lipid_Therapy_CAD,Heart_Attack_Stroke_Treatment_Aspirin_IVD,Blood_Pressure_Control,Total_Cost_per_Patient
"HEART OF KANSAS FAMILY HEALTH CARE, INC.",GREAT BEND,Kansas,Barton,2017,KS,3786,0.1822504,0.6634971,0.1542525,0.3846568,0.3406476,0.02086231,0.00472879,0.007788595,0.003616133,0.01585536,0.241944,0.98746,0.8569904,0.3159007,0.1505547,0.1650819,0.3684628,0.9255151,0.007659799,0.1862124,0.005810882,0.006867406,0.000528262,0.3747576,0.2167805,0.02825342,0.000285388,12,5,0.9166667,0,0.5734733,0.7325843,0.9241853,0.380742,0.4285714,0.8888889,0.8795181,0.7768595,0.7442529,852.4429
"HEARTLAND MEDICAL CLINIC, INC.",LAWRENCE,Kansas,Douglas,2017,KS,3990,0.1974937,0.7458647,0.0566416,0.2740548,0.1115099,0.1052058,0.01689834,0.0106296,0.003815754,0.04360861,0.06015038,0.9522293,0.6388535,0.3676692,0.2343358,0.1152882,0.2827068,0.8734336,0.07769424,0.2857143,0,0,0.04912281,0.2893642,0.1415627,0.08292683,0.002008608,5,2,0.6,0,0.3191197,0.5790646,0.6747773,0.192691,0,0.9913793,0.8823529,0.9130435,0.5774474,1262.863
KANSAS STATE DEPT OF HEALTH AND ENVIRONMENT,TOPEKA,Kansas,Shawnee,2017,KS,5792,0.382942,0.5883978,0.02866022,0.7928177,0.7890193,0.001726519,0,0.000345304,0.002244475,0,0.952866,1,0.4224793,0.7249655,0.2254834,0.004143646,0.04540746,0.3109461,0.105145,0.007424033,0.000517956,0.04523481,1,0.1308414,0.1327787,0.0188784,0,153,97,0.5816994,0.05154639,0.4241645,0.1382488,0.1667902,0.08016878,0.2307692,1,0.6666667,0.8333333,0.6142857,350.8382
KONZA PRAIRIE COMMUNITY HEALTH CENTER,JUNCTION CITY,Kansas,Geary,2017,KS,11786,0.3784999,0.5844222,0.03707789,0.4513259,0.09889545,0.2234071,0.02714374,0.03155019,0.01621574,0.1210893,0.04946547,0.7345967,0.5086814,0.3400645,0.2556423,0.03656881,0.3677244,0.4360258,0.535381,0.03419311,0,0,0.0166299,0.254442,0.1384829,0.04183693,0.000972952,9,3,0.8888889,0,0.6885135,0.8116022,0.8313331,0.8287179,0.9428571,0.7674419,1,0.9485294,0.8106436,761.5207
"PRAIRIESTAR  HEALTH CENTER, INC.",HUTCHINSON,Kansas,Reno,2017,KS,11339,0.2907664,0.6176912,0.09154247,0.2174411,0.1322578,0.03790902,0.004189944,0.009776536,0.000997606,0.05676377,0.08166505,0.845656,0.5164302,0.3683746,0.2621042,0.1097099,0.2598113,0.7420408,0.3465032,0.06129288,0,0,0.004233178,0.3617755,0.1663574,0.05728548,0.000356549,18,14,0.9444444,0,0.5563584,0.9190888,0.8592095,0.466032,0.3484848,0.9568346,0.9090909,0.887538,0.8711944,692.1473
SALINA HEALTH EDUCATION FOUNDATION ,SALINA,Kansas,Saline,2017,KS,10340,0.3295938,0.5710832,0.09932302,0.2700641,0.199956,0.0531346,0.01444988,0.009216066,0.002275572,0.002503129,0.07736944,0.8213925,0.481332,0.1786267,0.3761122,0.1304642,0.3147969,0.755706,0.388588,0.05502901,0,0,0,0.4335105,0.2318708,0.04875864,0.000511902,148,77,0.7972973,0.06329114,0.4045416,0.5196442,0.2658794,0.4231588,0.5446429,0.7091837,0.9,0.8365384,0.6696548,1120.462
"SHERIDAN, COUNTY OF",HOXIE,Kansas,Sheridan,2017,KS,1964,0.240835,0.5076375,0.2515275,0.06122449,0.04285714,0.009404388,0.002089864,0.002089864,0.000522466,0.006269592,0.01272912,0.392555,0.1285956,0.06873727,0.07433809,0.2337067,0.6232179,1,0,0,0,0,0,0.4299201,0.111293,0.07484725,0,7,4,1,0.25,0.2990937,0.485782,0.4389234,0.2767296,0.5,0.8923077,0.6153846,0.8686131,0.5405405,1023.879
THE HUNTER HEALTH CLINIC INCORPORATED,WICHITA,Kansas,Sedgwick,2017,KS,13491,0.2087317,0.7267808,0.06448743,0.6303068,0.2827099,0.2170601,0.03072158,0.1338523,0.003683241,0.00016742,0.1506189,0.9721755,0.8131304,0.4891409,0.2970128,0.06767475,0.1461715,0.8819954,0.1624046,0.04477059,0.008375954,0,0,0.3218096,0.2071196,0.05118077,0.000336163,565,221,0.6212389,0.06696428,0.4716022,0.1,0.6292852,0.1857143,0.1044776,0.944,0.689441,0.6592179,0.5195364,596.9252
UNITED METHODIST WESTERN KANSAS,GARDEN CITY,Kansas,Finney,2017,KS,9973,0.2554898,0.6624887,0.08202146,0.7705781,0.7144545,0.01753065,0.01236825,0.02097225,0.00161325,0.274145,0.4435977,0.9582057,0.6004376,0.4539256,0.2229018,0.05013537,0.2730372,0.8236238,0.2789532,0.06026271,0,0.01012734,0.105184,0.2254773,0.1818336,0.01862673,0.00036523,377,181,0.5888594,0.0718232,0.4196202,0.265587,0.3866581,0.1393975,0.1666667,0.9583333,0.859375,0.7042254,0.5647403,748.434
"AUDUBON AREA COMMUNITY CARE CLINIC, INC.",OWENSBORO,Kentucky,Daviess,2017,KY,123,0.02439024,0.9512195,0.02439024,0.2410714,0.03252032,0.1296296,0.06481481,0,0,0.01851852,0.1626016,0.9837399,0.8048781,0.0406504,0.8211382,0.1300813,0.008130081,1,0,0,0,0,0,0,0.125,0.01626016,0.02439024,0,0,0,0,0.4634146,0,0.2083333,0,0,0,1,0,0,3462.366
"BIG SANDY HEALTH CARE, INC.",PRESTONSBURG,Kentucky,Floyd,2017,KY,24068,0.2950806,0.5885823,0.116337,0.0131108,0.006733167,0.001873829,0.001873829,0.00062461,0.000458047,0.003622736,0.001121821,0.7721879,0.5093142,0.08363803,0.4899451,0.189297,0.2371198,0.7504986,0.2972412,0.02804554,0,0.03058002,0,0.4102228,0.1592864,0.01981952,5.54E-05,905,495,0.9635359,0.07429719,0.7094964,0.8009259,0.7930884,0.5992247,0.1939394,0.9694657,0.9689655,0.7848606,0.7447098,820.9505
COMMUNITY HEALTH CENTERS OF WESTERN KENTUCKY,GREENVILLE,Kentucky,Muhlenberg,2017,KY,11384,0.4998243,0.4222593,0.07791638,0.1075849,0.02404314,0.05852192,0.003978076,0.001237624,0.000353607,0.04075318,0.01159522,0.8203469,0.4760549,0.05665847,0.4857695,0.07888264,0.3786894,0.9756676,0.001141954,0.06799016,0,0,0.01098032,0.4140507,0.1728654,0.05483029,9.00E-05,10,8,1,0,0.5155945,0.6257113,0.7341749,0.4522176,0.2555282,0.8707865,0.8404256,0.8668281,0.7341828,624.4655
CUMBERLAND FAMILY MEDICAL CENTER,BURKESVILLE,Kentucky,Cumberland,2017,KY,79932,0.3723415,0.525847,0.1018115,0.05625793,0.0231454,0.02221487,0.002594067,0.000572221,0.001220737,0.01279231,0.03437922,0.7303306,0.4760226,0.05485913,0.4121378,0.1266326,0.4063704,0.9133889,0.07832908,0.0162388,0,0,0,0.2585473,0.09492973,0.01686094,6.85E-05,3964,2167,0.8726034,0.08124144,0.7714286,0.7,0.7571428,0.4857143,0.3,0.8571429,0.9,0.8142857,0.6015031,609.0078
EASTERN KENTUCKY UNIVERSITY,RICHMOND,Kentucky,Madison,2017,KY,8620,0.1638051,0.7852668,0.05092807,0.6508563,0.3820899,0.2357143,0.05653495,0.005015198,0.002735562,0.02158055,0.5026682,0.9942041,0.9047215,0.3617169,0.4684455,0.0450116,0.124826,0.9722738,0.004292343,0.1959397,0.05185615,0.000928074,0.02610209,0.166744,0.08918364,0.03388617,0.001193175,87,33,0.7011494,0.1176471,0.4272694,0.553768,0.7798309,0.2991991,0.1428571,0.98,0.7916667,0.8016529,0.6008584,772.761
FAIRVIEW COMMUNITY HEALTH CENTER,BOWLING GREEN,Kentucky,Warren,2017,KY,12557,0.4352154,0.5185952,0.04618938,0.4604485,0.1537595,0.17608,0.1077957,0.002213296,0.005164358,0.0248381,0.315999,0.9807725,0.904286,0.09397149,0.7155371,0.08839691,0.1020944,0.9998407,0,0,0,0,0.1972605,0.3780486,0.1885358,0.04149741,0.001911589,1165,720,0.5493562,0.08044383,0.5204887,0.7501507,0.7028648,0.4828048,0.3783784,0.9620253,0.875,0.877551,0.5726048,384.4947
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,959.7882
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,994.8835
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,623.0522
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,909.0891
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.3280801,0.1297397,0.07679116,0.00152439,387,217,0.7054263,0.127551,0.7067198,0.6428571,0.2867709,0.3042932,0.6514286,0.7736917,0.7491639,0.7906602,0.4656233,959.7882
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.3280801,0.1297397,0.07679116,0.00152439,387,217,0.7054263,0.127551,0.7067198,0.6428571,0.2867709,0.3042932,0.6514286,0.7736917,0.7491639,0.7906602,0.4656233,994.8835
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.3280801,0.1297397,0.07679116,0.00152439,387,217,0.7054263,0.127551,0.7067198,0.6428571,0.2867709,0.3042932,0.6514286,0.7736917,0.7491639,0.7906602,0.4656233,623.0522
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.3280801,0.1297397,0.07679116,0.00152439,387,217,0.7054263,0.127551,0.7067198,0.6428571,0.2867709,0.3042932,0.6514286,0.7736917,0.7491639,0.7906602,0.4656233,909.0891
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.3390548,0.1882264,0.04815555,0.002180629,423,170,0.7801418,0.2011173,0.7199737,0.8119902,0.8699798,0.175,0.5324675,0.9345794,0.8289474,0.448718,0.5518395,959.7882
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.3390548,0.1882264,0.04815555,0.002180629,423,170,0.7801418,0.2011173,0.7199737,0.8119902,0.8699798,0.175,0.5324675,0.9345794,0.8289474,0.448718,0.5518395,994.8835
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.3390548,0.1882264,0.04815555,0.002180629,423,170,0.7801418,0.2011173,0.7199737,0.8119902,0.8699798,0.175,0.5324675,0.9345794,0.8289474,0.448718,0.5518395,623.0522
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.3390548,0.1882264,0.04815555,0.002180629,423,170,0.7801418,0.2011173,0.7199737,0.8119902,0.8699798,0.175,0.5324675,0.9345794,0.8289474,0.448718,0.5518395,909.0891
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.5059759,0.259512,0.06527647,0.002107481,171,65,0.9005848,0.01538462,0.3721585,0.4154419,0.5072238,0.2852813,0.2377359,0.9310345,0.655,0.7047244,0.5105634,959.7882
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.5059759,0.259512,0.06527647,0.002107481,171,65,0.9005848,0.01538462,0.3721585,0.4154419,0.5072238,0.2852813,0.2377359,0.9310345,0.655,0.7047244,0.5105634,994.8835
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.5059759,0.259512,0.06527647,0.002107481,171,65,0.9005848,0.01538462,0.3721585,0.4154419,0.5072238,0.2852813,0.2377359,0.9310345,0.655,0.7047244,0.5105634,623.0522
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.9064258,0.1346111,0.07084408,0.01071385,0,0.06860793,0.5059759,0.259512,0.06527647,0.002107481,171,65,0.9005848,0.01538462,0.3721585,0.4154419,0.5072238,0.2852813,0.2377359,0.9310345,0.655,0.7047244,0.5105634,909.0891
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,959.7882
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,994.8835
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,623.0522
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,909.0891
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.3280801,0.1297397,0.07679116,0.00152439,387,217,0.7054263,0.127551,0.7067198,0.6428571,0.2867709,0.3042932,0.6514286,0.7736917,0.7491639,0.7906602,0.4656233,959.7882
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.3280801,0.1297397,0.07679116,0.00152439,387,217,0.7054263,0.127551,0.7067198,0.6428571,0.2867709,0.3042932,0.6514286,0.7736917,0.7491639,0.7906602,0.4656233,994.8835
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.3280801,0.1297397,0.07679116,0.00152439,387,217,0.7054263,0.127551,0.7067198,0.6428571,0.2867709,0.3042932,0.6514286,0.7736917,0.7491639,0.7906602,0.4656233,623.0522
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.3280801,0.1297397,0.07679116,0.00152439,387,217,0.7054263,0.127551,0.7067198,0.6428571,0.2867709,0.3042932,0.6514286,0.7736917,0.7491639,0.7906602,0.4656233,909.0891
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.3390548,0.1882264,0.04815555,0.002180629,423,170,0.7801418,0.2011173,0.7199737,0.8119902,0.8699798,0.175,0.5324675,0.9345794,0.8289474,0.448718,0.5518395,959.7882
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.3390548,0.1882264,0.04815555,0.002180629,423,170,0.7801418,0.2011173,0.7199737,0.8119902,0.8699798,0.175,0.5324675,0.9345794,0.8289474,0.448718,0.5518395,994.8835
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.3390548,0.1882264,0.04815555,0.002180629,423,170,0.7801418,0.2011173,0.7199737,0.8119902,0.8699798,0.175,0.5324675,0.9345794,0.8289474,0.448718,0.5518395,623.0522
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.3390548,0.1882264,0.04815555,0.002180629,423,170,0.7801418,0.2011173,0.7199737,0.8119902,0.8699798,0.175,0.5324675,0.9345794,0.8289474,0.448718,0.5518395,909.0891
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.5059759,0.259512,0.06527647,0.002107481,171,65,0.9005848,0.01538462,0.3721585,0.4154419,0.5072238,0.2852813,0.2377359,0.9310345,0.655,0.7047244,0.5105634,959.7882
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.5059759,0.259512,0.06527647,0.002107481,171,65,0.9005848,0.01538462,0.3721585,0.4154419,0.5072238,0.2852813,0.2377359,0.9310345,0.655,0.7047244,0.5105634,994.8835
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.5059759,0.259512,0.06527647,0.002107481,171,65,0.9005848,0.01538462,0.3721585,0.4154419,0.5072238,0.2852813,0.2377359,0.9310345,0.655,0.7047244,0.5105634,623.0522
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8465608,0.3090721,0.1382436,0,0,0,0.5059759,0.259512,0.06527647,0.002107481,171,65,0.9005848,0.01538462,0.3721585,0.4154419,0.5072238,0.2852813,0.2377359,0.9310345,0.655,0.7047244,0.5105634,909.0891
"FAMILY HEALTH CENTER, INC.",LOUISVILLE,Kentucky,Jefferson,2017,KY,40695,0.2459516,0.6908711,0.0631773,0.6044568,0.2003548,0.3605463,0.0325999,0.001770359,0.007814871,0.0168437,0.2396855,0.9528544,0.7641082,0.2056027,0.5682271,0.09718639,0.1289839,0.8999918,0.08422602,0.003107368,0.000490637,0,0.07523101,0.2791024,0.1376793,0.05001762,0.002304335,903,497,0.6821706,0.09349594,0.5564908,0.7986111,0.7256961,0.4505863,0.5924812,0.9213115,0.8918919,0.8127053,0.6184687,959.7882
